Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
suc-manh-cua-su-ton-thuong,Sức mạnh của sự tổn thương,"Brené Brown giảng dạy về sự kết nối giữa con người - khả năng của chúng ta đối với việc đồng cảm, hành động một cách chân thực,sự gần gũi, tình yêu và thậm chỉ cả nỗi tủi nhục.",Mô tả về khóa học,Yêu cầu của khóa học,Lợi ích từ khóa học,Đối tượng mục tiêu,Phần 1: Tại sao chúng ta lại loay hoay,,,,
,,,Hãy xuất hiện để mọi người nhìn thấy bạn.,- Không cần những kiến thức sẵn có từ trước,"- Hơn 7 giờ học bằng video - Tiến sĩ Brown đưa ra sáu chương, với mỗi chương dài một tiếng (được cắt ra thành những bài giảng ngắn hơn) về kiến thức cốt lõi và bài thực hành để vượt qua nỗi sợ hãi trong việc trở nên dễ bị tổn thương và sống một cuộc đời nhiệt thành. Ngoài ra, khóa học đưa thêm 2 phần hỏi và đáp với Tiến sĩ Brown, ghi âm với những người tham gia khóa học trực tuyến.",Bất cứ ai quan tâm tới việc tìm hiểu nhiều hơn về việc dễ bị tổn thương và làm thế nào để sống tận tâm,,Lời mở đầu,Văn bản,Text,
,,,"Dễ bị tổn thương có giống với yếu đuối không? Tiến sĩ Brene Brown nói ""Theo văn hóa của chúng ta, chúng ta kết hợp sự dễ tổn thương với những cảm xúc chúng ta muốn tránh như sợ hãi, tủi hổ, và không kiên định. Nhưng chúng ta cũng thường quên mất sự thật rắng việc dễ bị tổn thương cũng là nơi mà niềm vui, cảm giác thuộc về, sự sáng tạo, tính thiết thực và tình yêu xuất hiện"" .","- Chỉ cần có web hoặc các nền tảng di động, không cần thêm tài liệu nào","- Các bài hướng dẫn -Tiến sĩ Brown mang đến cho bạn những câu hỏi mấu chốt cho việc phản ánh sâu hơn để giúp bạn khám phá, khơi dậy, và phát triển sự nhạy cảm với những cảm xúc xung quanh",,,"Câu hỏi ""Làm thế nào"" chẳng bao giờ có hiệu quả",14:27,Video,
,,,"Bài giảng ""Sức mạnh của sự tổn thương"" của Brene Brown đưa ra một lời mời và một lời hứa - Rằng khi chúng ta dám thoát ra khỏi cái vỏ bọc bảo vệ chúng ta khỏi sự tổn thương, chúng ta sẽ mở rộng tâm hồn để trải nghiệm những điều sẽ mang lại mục đích và ý nghĩa tới cuộc đời chúng ta. Trong video này, tìm hiểu khóa học, tiến sĩ Brown xua tan đi quan niệm hoang đường rằng dễ tổn thương là điểm yếu và bật mí rằng nó thật ra là thước đo chính xác nhất về lòng dũng cảm của chúng ta.",- Bạn có thể tải về các câu hỏi bài tập trong phần tài liệu bổ sung,- Tất cả những tài liệu có thể tải được của khóa học - Toàn bộ khóa học là của bạn. Bạn có thể tùy ý giữ và sử dụng,,,Ba thành tố trong văn hóa của sự khan hiếm và ràng buộc,9:25,Video,
,,,"Khóa học ""Sức mạnh của sự tổn thương cùng với Brené Brown"" là một dự án cá nhân đối với tôi "" Brene Brown giải thích.Nó là nơi đầu tiên tổng hợp mà nghiên cứu của tôi thành hình. Khóa học trực tuyến này xuất phát từ ba cuốn sách của tôi - nó là đỉnh cao của những gì tôi đã học trong hơn 12 năm qua. Tôi rất vui mừng tổng hợp tất cả vào trong một bài giảng để chỉ cho cách bạn thấy rằng những phát hiện và hiểu biết có ý nghĩa thế nào trong cuộc đời của chúng ta",,,,,Yêu và được yêu là nhu cầu tối thiểu,10:21,Video,
,,,"Hơn 12 năm qua, tiến sĩ Brene Brown đã phỏng vấn hàng trăm người trong nghiên cứu về sự tổn thương. Cô nói ""Nghiên cứu chỉ ra rằng, chúng ta cố gắng để tránh sự thất vọng bởi một cái khiên của sự hoài nghi, xấu hổ và sự tê liệt bản thân để chống lại niềm vui và trốn tránh nỗi đau bởi việc không sẵn sàng yêu thương"". ""Khi chúng ta nhận thức về những vấn đề này, chúng ta bắt đầu trở nên có ý thức về việc chúng ta đã hy sinh nhiều như thế nào khi tiếp tục tìm cách tự vệ - và cuộc sống của chúng ta sẽ phong phú hơn biết bao nếu chúng ta để bản thân mình chấp nhận những thương tổn""",,,,,Rào cản cơ bản của sự gần gũi.,5:57,Video,
,,,Tiến sĩ Brown nói:,,,,,Tin rằng bạn xứng đáng yêu và được yêu.,8:59,Video,
,,,"""Trong nghiên cứu của tôi, ngôn từ tôi sử dụng để miêu tả những người có thể sống ở một nơi đầy những tổn thương là "" những người tâm huyết""",,,,,Chấp nhận việc dễ bị tổn thương.,18:58,Video,
,,,"""Trở nên tâm huyết là một bài thực hành mà chúng ta có thể chọn lựa để tu dưỡng dựa vào sự nhiệt tình,lòng biết ơn, và sự nhận thức của chúng ta về sự tổn thương. Hãy tham gia với bà khi bà mang đến những điểm nhìn sâu sắc về cách kết nối với đủ khía cạnh của cảm xúc - từ đó, chúng ta có thể để bản thân mình được nhìn thấy một cách chân thực nhất.""",,,,Phần 2: Những điều gây nên sự xấu hổ,,,,
,,,,,,,,Nỗi sợ hãi giả tưởng,10:20,Video,
,,,,,,,,Sự hổ thẹn và tội lỗi.,14:37,Video,
,,,,,,,,Sự bẽ bàng và xấu hổ,10:49,Video,
,,,,,,,,Sức mạnh của việc làm chủ câu chuyện cuộc đời chúng ta,11:05,Video,
,,,,,,,,Bốn yếu tố của việc giải loại bỏ sự hổ thẹn.,11:02,Video,
,,,,,,,,Phản ứng với sự hổ thẹn,8:13,Video,
,,,,,,,Phần 3: Sự đồng cảm và Dễ bị tổn thương.,,,,
,,,,,,,,Xem lại những yếu tố loại bỏ sự hổ thẹn,9:07,Video,
,,,,,,,,4 phẩm chất tạo nên sự đồng cảm,18:44,Video,
,,,,,,,,Đồng cảm vs Thông cảm.,11:55,Video,
,,,,,,,,Những truyền thuyết xung quanh việc dễ bị tổn thương.,10:54,Video,
,,,,,,,,Trở nên không hoàn hảo với người khác.,15:30,Video,
,,,,,,,,Từ phản bội tới tin tưởng.,6:44,Video,
,,,,,,,Phần 4: Vũ khĩ tổn thương.,,,,
,,,,,,,,Linh cảm về niềm vui,15:08,Video,
,,,,,,,,Thực hành sự biết ơn,13:34,Video,
,,,,,,,,Chủ nghĩa hoàn hảo: Chiếc khiên nặng 20 tấn,8:22,Video,
,,,,,,,,Làm thế nào và tại sao chúng ta lại tê liệt.,14:18,Video,
,,,,,,,,Thấu kính của Nạn nhân hoặc Ông hoàng,7:51,Video,
,,,,,,,,Những kệ nhỏ trong chiếc khiên,20:35,Video,
,,,,,,,Phần 5: Chỉ dẫn từ 1 đến 6,,,,
,,,,,,,,Chỉ dẫn 1: Tu dưỡng tính chân thực,16:58,Video,
,,,,,,,,Chỉ dẫn 2: Tu dưỡng đam mê ,10:01,Video,
,,,,,,,,Chỉ dẫn 3: Tu dưỡng tâm hồn yên bình,12:27,Video,
,,,,,,,,Chỉ dẫn 4 & 5,14:20,Video,
,,,,,,,Phần 6: Chỉ dẫn 7–10,Chỉ dẫn 6: Rèn luyện khả năng sáng tạo,14:31,Video,
,,,,,,,,,,,
,,,,,,,,Chỉ dẫn 7: Rèn luyện việc vui chơi và nghỉ ngơi,31:24:00,Video,
,,,,,,,,Chỉ dẫn 8: Rèn luyện sự bình tĩnh và Điềm đạm,26:12:00,Video,
,,,,,,,,Chỉ dẫn 9: Rèn luyện cách làm những việc có ý nghĩa,9:13,Video,
,,,,,,,,"Chỉ dẫn 10: Cười đùa, hát hò và nhảy múa",13:51,Video,
,,,,,,,,Liều lĩnh ,7:58,Video,
,,,,,,,Phần 7: Tặng kèm: buổi học trực tiếp với tiến sĩ Brene Brown,,,,
,,,,,,,,Phần học trực tuyến #1,1:01:04,Video,
,,,,,,,,Phần học trực tuyến #2,58:34:00,Video,
