Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
kich-ban-phim-tri-gia-hang-trieu-do-hay-viet-len-bo-phim-cua-chinh-ban-ngay-hom-nay,Kịch bản phim trị giá hàng triệu đô! Hãy viết lên bộ phim của chính bạn ngay hôm nay,"
Học các bí quyết đằng sau kịch bản những bộ phim thành công trên thế giới",Mô tả về khóa học,Yêu cầu của khóa học,Lợi ích từ khóa học,Đối tượng mục tiêu,Phần 1: Hãy viết câu chuyện mà bạn muốn viết. Hãy bắt đầu,,,,
,,,Paul Castro là biên kịch của Warner Bros và bộ phim đình đám August Rush. Anh đã được nhận được nhiều giải thưởng và là giáo sư về kịch bản. Thành công cũng có nguyên do của nó và những kịch bản giá trị hàng triệu đô cũng vậy.,Sự sẵn sàng học cách viết để kể câu chuyện mà bạn muốn. Máy tính xách tay hoặc bảng và bút là đủ.,- Hơn 21 bài giảng với 1.5 giờ nội dung!,Những biên kịch mới hoặc chuyên nghiệp.,,Giới thiệu chung,6:33,Video,
,,,20 phân đoạn ngắn.,,"- Ở cuối khóa học, bạn sẽ có thể tạo ra 1 kịch bản phim hoàn thiện đầy ấn tượng.",,,Cốt truyện,4:36,Video,
,,,Kĩ thuật viết kịch bản chuyên nghiệp,,,,,Câu tóm tắt truyện,4:17,Video,
,,,Phát triển nội dung cho màn ảnh rộng,,,,,Tiêu đề,2:13,Video,
,,,Tạo ra những nhân vật hấp dẫn để thu hút các ngôi sao điện ảnh,,,,Phần 2: Tạo ra các nhân vật và hình ảnh để đưa bộ phim tới đời thực,,,,
,,,Những đoạn thoại hay,,,,,Vai chính,4:20,Video,
,,,Cấu trúc đóng vai trò như một bản kế hoạch cho bộ phim,,,,,Vai phản diện,3:45,Video,
,,,Cảnh phim tạo nên sự hồi hộp,,,,,Hình ảnh mở đầu,3:31,Video,
,,,Diễn biến kịch bản để kiểm soát dàn diễn viên,,,,Phần 3: Bố cục của kịch bản là sơ đồ cho chúng ta sáng tạo ngôn ngữ!,,,,
,,,Ý tưởng phim tốt để viết một kịch bản nổi bật,,,,,TÌnh tiết cao trào,2:21,Video,
,,,Và nhiều hơn thế nữa,,,,,Trang 1,3:22,Video,
,,,Những chuyên gia trong ngành công nghiệp giải trí nhận xét về Paul Castro:,,,,,Trang 30,2:53,Video,
,,,"""Một trải nghiệm đầy cảm hứng. Tôi đã hoàn thành lớp học của Paul Castro và cảm thấy sẵn sàng hơn. Thật vô giá"" Rick Rapoza. Đã bán được kịch bản với giá 500 ngàn đô",,,,,Trang 45,3:06,Video,
,,,"""Paul đã tạo được tiếng vang về tình yêu và sự cống hiến của ông đối với học viên của mình và viết kịch bản. Ông ấy là một nghệ sĩ và là một giáo viên điềm tĩnh và thực tế nhưng giàu trí tưởng tượng. "" Michael Eisner, nguyên tổng giám đốc của Walt Disney",,,,,Trang 60,4:56,Video,
,,,"""Paul Castro dạy về viết kịch bản một cách toàn diện "" Richard Walter, chủ tịch của UCLA Screenwriting",,,,,Trang 75,4:06,Video,
,,,"""Paul Castro không nằm ngoài dự đoán, cực kì có kĩ năng với những kịch bản của mình "" Bill Badalato, người viết ra Top Gun và Men of honor",,,,,Trang 90,7:19,Video,
,,,"""Paul là một trong số những biên kịch giỏi nhất tôi từng biết trong 50 năm có lẻ làm việc trong ngành điện ảnh"" người đã giành giải Oscar Shirly Maclaine",,,,,Tình tiết kết thúc,4:25,Video,
,,,"""Thật là một tuyệt tác "" Terrence Howard, người được đề cử Oscar, biên kịch cho Ironman, August rush",,,,Phần 4: Bí quyết viết kịch bản mà những nhà biên kịch chuyên nghiệp tận dụng và giờ tới lượt bạn,,,,
,,,"""Phong cách dạy của paul Castro hết sức tinh tế "" Sean Astin, người viết kịch bản cho Lord of the rings",,,,,Dựng cảnh,4:26,Video,
,,,"""Tôi đã bị buốn đi bởi những hiểu biết của ông ấy về viết kịch bản phim: Ross Greenburg, Nhà sản xuất của Miracle",,,,,Tuyến nhân vật,4:16,Video,
,,,"""Một nhà biên kịch với ý tưởng mạch lạc và súc tích. Các công cụ cần thiết cho những kịch bản sơ khai cho tới những người làm chuyên nghiệp. Tôi mãi mãi khâm phục"" Yule Caise, biên kịch cho Heroes",,,,,Mạch viết,6:11,Video,
,,,"""Paul đơn giản là một trong số những người giỏi nhất tôi từng làm việc chung""",,,,Phần 5: Sự khác biệt giữa kịch bản thương mại và phi thương mại,,,,
,,,"Don Ranvaud, biên kịch cho City of God",,,,,"Tin tốt, tin xấu, khung giờ, giờ giấc",4:53,Video,
,,,,,,,,Làm rõ nội dung,2:48,Video,
,,,,,,,,Kết luận,4:23,Video,
