Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
khoa-dao-tao-ngon-ngu-lap-trinh-ruby-cho-nguoi-moi-bat-dau,Khóa đào tạo ngôn ngữ lập trình Ruby cho người mới bắt đầu,Video khóa đào tạo ngôn ngữ lập trình Ruby. Tìm hiểu kỹ thuật lập trình thực tiễn ngay tại nhà.,Mô tả về khóa học,Yêu cầu của khóa học,Lợi ích từ khóa học,Đối tượng mục tiêu,Phần 1: Giời thiệu,,,,
,,,"Trong khóa học này, bạn sẽ được dạy những nguyên lý cơ bản của ngôn ngữ lập trình Ruby. Ruby được thiết kế để trở thành một ngôn ngữ mạnh mẽ hơn Perl, hướng đối tượng hơn Python. Sức mạnh xử lý và khả năng dễ tiếp cận đã khiến nó trở thành một trong những ngôn ngữ lập trình phổ biến. Giảng viên sẽ chỉ rõ cho bạn những chức năng & tính năng cơ bản của Ruby và làm thế nào để kết hợp chúng lại với nhau để tạo ra các phần mềm tuyệt vời.",Chỉ cần sẵn sàng học hỏi.,Hơn 76 bài học với thời lượng nội dung 5 giờ.,Các lập trình viên ở mọi trình độ - Không cần kinh nghiệm.,,Cách lấy mã nguồn của khóa học - Quan trọng cần đọc trước,Text,Text,
,,,"Bạn sẽ bắt đầu với những bài học về cách cài đặt Ruby trên Mac hoặc PC cùng cách chạy các chương trình đơn giản. Khóa học này được thiết kế dành cho những người mới bắt đầu, kể cả những ai chưa từng lập trình từ trước. Chủ đề của khóa học này xoay quanh cách làm việc với kiểu dữ liệu và biến, các toán tử và biểu thức, lệnh rẽ nhánh (cú pháp if & case), các vòng lặp, phương thức, hàm & lập trình hướng đối tượng. Bạn cũng sẽ tìm hiểu về exception handling, đọc & ghi với tập tin, làm việc với trình gỡ lỗi (Ruby debugger).",,Hiểu được các nguyên lý cơ bản của ngôn ngữ Ruby.,,,Giới thiệu về Ruby,3:27,Video,
,,,"Bằng việc hoàn thành khóa học này, bạn sẽ có một nền tảng vững chắc để bắt đầu lập trình với Ruby. Từ đó, bạn có thể chuyển sang làm việc với Ruby on Rails, hoặc tiếp tục với phần mềm thuần Ruby của bạn. Dù bằng cách nào, bạn sẽ có một kiến thức vững vàng về ngôn ngữ Ruby. Tất cả các khóa học này đều bao gồm mã nguồn chuẩn để bạn có thể dễ dàng học theo.",,Đạt được những hiểu biết vững chắc về kỹ thuật lập trình Ruby.,,Phần 2: Bắt đầu với Ruby,,,,
,,,,,Học lập trình bằng Ruby ngay tại nhà của bạn.,,,Cài đặt Ruby trên Windows,3:05,Video,
,,,,,,,,Cài đặt Ruby trên Mac,1:48,Video,
,,,,,,,,Sử dụng giao diện dòng lệnh Ruby,3:10,Video,
,,,,,,,,Mã nguồn Ruby,3:21,Video,
,,,,,,,,Hiển thị dữ liệu,3:39,Video,
,,,,,,,,Nhập dữ liệu từ dòng lệnh,3:40,Video,
,,,,,,,,Bài tập 1,4:05,Video,
,,,,,,,Phần 3: Dữ liệu và biến,,,,
,,,,,,,,Chuỗi (String),7:35,Video,
,,,,,,,,Số,3:47,Video,
,,,,,,,,Logic Bool,2:29,Video,
,,,,,,,,Khoảng dữ liệu (Range),4:28,Video,
,,,,,,,,Mảng (Array),3:34,Video,
,,,,,,,,Hash,2:57,Video,
,,,,,,,,Khai báo biến & hằng,5:57,Video,
,,,,,,,,Bài tập 1,2:47,Video,
,,,,,,,,Bài tập 2,4:03,Video,
,,,,,,,Phần 4: Toán tử và biểu thức,,,,
,,,,,,,,Toán tử và biểu thức tính toán,4:24,Video,
,,,,,,,,Toán tử và biểu thức so sánh,5:22,Video,
,,,,,,,,Toán tử và biểu thức logic,3:00,Video,
,,,,,,,,Biểu thức hỗn hợp,3:28,Video,
,,,,,,,,Bài tập 1,3:21,Video,
,,,,,,,Phần 5: Rẽ nhánh,,,,
,,,,,,,,Câu lệnh If đơn giản,3:12,Video,
,,,,,,,,Câu lệnh If Else,4:00,Video,
,,,,,,,,Câu lệnh If - Else If,4:03,Video,
,,,,,,,,Câu lệnh Case,3:53,Video,
,,,,,,,,Bài tập 1,3:26,Video,
,,,,,,,,Bài tập 2,3:40,Video,
,,,,,,,Phần 6: Vòng lặp,,,,
,,,,,,,,Vòng lặp WHILE,5:04,Video,
,,,,,,,,Vòng lặp Until,4:15,Video,
,,,,,,,,Vòng lặp Iterators,5:27,Video,
,,,,,,,,Vòng lặp For in và Each,3:52,Video,
,,,,,,,,Thay đổi điều kiện giữa vòng lặp,4:54,Video,
,,,,,,,,Bài tập 1,2:51,Video,
,,,,,,,,Bài tập 2,3:24,Video,
,,,,,,,Phần 7: Phương thức,,,,
,,,,,,,,Khai báo phương thức - Phần 1,5:03,Video,
,,,,,,,,Khai báo phương thức - Phần 2,4:16,Video,
,,,,,,,,Khai báo phương thức - Phần 3,4:39,Video,
,,,,,,,,Bài tập 1,3:30,Video,
,,,,,,,,Bài tập 2,4:16,Video,
,,,,,,,Phần 8: Lớp và Đối tượng,,,,
,,,,,,,,Định nghĩa lớp - Phần 1,6:06,Video,
,,,,,,,,Định nghĩa lớp - Phần 2,4:21,Video,
,,,,,,,,Định nghĩa lớp - Phần 3,3:20,Video,
,,,,,,,,Định nghĩa lớp - Phần 4,4:33,Video,
,,,,,,,,Biến kiểu lớp,5:00,Video,
,,,,,,,,Bài tập 1,3:42,Video,
,,,,,,,,Bài tập 2,3:49,Video,
,,,,,,,,Bài tập 3,3:17,Video,
,,,,,,,Phần 9: Kế thừa,,,,
,,,,,,,,Định nghĩa các lớp con - Phần 1,5:03,Video,
,,,,,,,,Định nghĩa các lớp con - Phần 2,4:35,Video,
,,,,,,,,Định nghĩa các lớp con - Phần 3,4:01,Video,
,,,,,,,,Bài tập 1,4:43,Video,
,,,,,,,Phần 10: Module,,,,
,,,,,,,,Định nghĩa Module - Phần 1,4:46,Video,
,,,,,,,,Định nghĩa Module - Phần 2,3:40,Video,
,,,,,,,,Sử dụng kiểu Mixins,3:01,Video,
,,,,,,,,Bài tập 1,3:08,Video,
,,,,,,,Phần 11: Xử lý Exception,,,,
,,,,,,,,Giới thiệu về Exception,3:30,Video,
,,,,,,,,Xử lý exception - Phần 1,3:32,Video,
,,,,,,,,Xử lý exception - Phần 2,4:26,Video,
,,,,,,,,Thông báo exception,3:28,Video,
,,,,,,,,Làm việc với lệnh Catch and Throw,3:38,Video,
,,,,,,,,Bài tập 1,3:56,Video,
,,,,,,,Phần 12: Đầu vào và đầu ra,,,,
,,,,,,,,Làm việc với tập tin - Đọc tập tin,3:43,Video,
,,,,,,,,Làm việc với tập tin - Ghi tập tin,5:03,Video,
,,,,,,,,Lập trình mạng,4:19,Video,
,,,,,,,,Bài tập 1,4:38,Video,
,,,,,,,Phần 13: Trình gỡ lỗi,,,,
,,,,,,,,Trình gỡ lỗi - Phần 1,4:24,Video,
,,,,,,,,Trình gỡ lỗi - Phần 2,4:30,Video,
,,,,,,,,Trình gỡ lỗi - Phần 3,3:59,Video,
,,,,,,,,Bài tập 1,4:34,Video,
,,,,,,,Phần 14: Lập trình GUI bằng Ruby,,,,
,,,,,,,,Giới thiệu về Tk,3:12,Video,
,,,,,,,,Khám phá Widget,4:27,Video,
,,,,,,,,Sử dụng các Widget thông dụng,4:11,Video,
,,,,,,,,Bài tập 1,4:59,Video,
,,,,,,,Phần 15: Tổng kết,,,,
,,,,,,,,Lời kết,1:49,Video,
