Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
tang-nang-suat-lam-viec-cho-nguoi-dung-may-mac-len-10-lan,Tăng năng suất làm việc cho người dùng máy Mac lên 10 lần,Các phím tắt và công cụ giúp tăng năng suất của bạn lên 10 lần trên máy Mac.,Mô tả về khóa học,Yêu cầu của khóa học,Lợi ích từ khóa học,Đối tượng mục tiêu,"Phần 1: Các phím tắt cơ bản
",,,,
,,,Đã từng bao giờ bạn cảm thấy mình đang lãng phí quá nhiều thời gian để hoàn thành những tác vụ đơn giản trên máy tính? Giống như có những ngày bạn dành ra hàng giờ chỉ để hoàn thành một phần mười những gì bạn mong đợi khi thức dậy vào sáng hôm ấy?,"Những ai dùng Mac sẽ được lợi nhiều nhất từ khóa học này. Nếu bạn là một người dùng PC, rất tiếc khóa học này không dành cho bạn rồi :(.","Hơn 19 bài giảng và 1,5 giờ nội dung.",Khóa học này dành cho những người muốn tăng hiệu suất làm việc với máy tính.,,Giới thiệu,2:08,Video,
,,,"Đó không phải là cảm giác vui vẻ gì nhưng đối với rất nhiều người trong số chúng ta, thật ra đúng là như vậy.",Máy tính có kết nối Internet,"Đến cuối khóa học, bạn sẽ nhận thấy mình sử dụng ít thời gian hơn hẳn để hoàn thành những tác vụ đơn giản trên máy tính, làm chủ các phím tắt trên bàn phím, tăng tốc độ hoàn thành danh sách các nhiệm vụ và có một bộ công cụ cao cấp giúp bạn làm việc hiệu quả hơn.",Tất cả mọi người - từ người mới dùng máy tính tới các chuyên gia về Mac - đều sẽ học được những điều bổ ích từ lớp học.,,Bổ sung,Văn bản,Text,
,,,Tại sao lại thế? Bởi rất nhiều người trong chúng ta không làm chủ được công cụ mà mình sử dụng nhiều nhất - chiếc máy tính.,Một máy tính của Apple,"Trong khóa học này, bạn sẽ học được cách sử dụng máy tính hiệu quả hơn để tăng hiệu suất làm việc và có kết quả tốt hơn.",,,"Câu lệnh, Tùy chọn và Kiểm soát",1:35,Video,
,,,"Chúng ta đều đã nghe câu chuyện về người đốn củi luôn cố gắng mài lưỡi cưa của mình để đốn được nhiều cây hơn. Vậy có bao nhiêu người trong số chúng ta dành rất nhiều thời gian làm việc với máy tính mà vẫn không biết những mẹo và thủ thuật để sử dụng nó hiệu quả hơn? Và kết quả là đã lãng phí thời gian mà đáng ra ta có thể nghỉ ngơi, kiếm nhiều tiền hơn hoặc đi chơi với bạn bè và gia đình.",,,,,Thao tác thành thạo với văn bản,6:04,Video,
,,,"Khóa học này sẽ thay đổi điều đó. Qua nhiều năm, tôi đã học được những công cụ và phím tắt để tăng gấp 10 lần hiệu suất làm việc trên máy Mac. Cùng với đó, những thủ thuật tăng hiệu suất làm việc này cũng giúp tôi viết nhanh hơn, duyệt mail nhanh hơn, sử dụng Microsoft Office nhanh gấp 5 lần và làm được nhiều việc hơn.",,,,,Phím tắt,2:38,Video,
,,,"Một nghiên cứu gần đây thống kê được rằng việc sử dụng máy tính chậm sẽ làm lãng phí trung bình 8 NGÀY mỗi năm của mỗi người. Đơn giản bởi họ không biết làm thế nào để sử dụng máy tính một cách hiệu quả. Ngay cả nếu bạn đã làm việc quen trên máy tính, tôi đảm bảo khóa học này sẽ chỉ cho bạn cách sử dụng máy Mac như một chuyên gia.",,,,,Phím tắt phần 2,1:36,Video,
,,,Và... tin tốt là bạn không cần phải quá thành thạo với máy tính để có thể làm được điều đó. Tôi đã giúp mẹ tôi (bà 50 tuổi) làm việc nhanh hơn để thoát khỏi chiếc máy tính bà ghét và dành thời gian cho gia đình nhiều hơn.,,,,,Giải lao,0:58,Video,
,,,"Ở cuối khóa học, bạn sẽ học được những bí mật chưa ai biết của Macbook để tăng hiệu suất làm việc (thật ra chỉ có một vài phù thủy của Apple biết được thôi).",,,,"Phần 2: Làm chủ các ứng dụng- Word, Gmail và hơn thế nữa",,,,
,,,Các con đường tắt và công cụ giúp cắt giảm thời gian mà bạn sử dụng cho Microsoft Office xuống 60%,,,,,Thao tác với Microsoft Word,7:16,Video,
,,,Một thủ thuật đơn giản để lấy lại những phút giây bị lãng phí giữa các chương trình mỗi ngày.,,,,,"Thủ thuật tăng hiệu quả sử dụng Gmail
",10:43,Video,
,,,Làm thế nào để xử lý văn bản như một CHUYÊN GIA và không cần dùng chuột nữa?,,,,,Chinh phục Google Chrome,14:46,Video,
,,,7 chiến lược làm chủ Gmail và xử lý email của bạn trong chưa đầy 1 phút.,,,,,Cách sử dụng Finder của Apple để nâng cao hiệu suất.,4:33,Video,
,,,"Những chiến thuật và phím tắt nâng cao với Finder, Quicksliver và Google Chrome",,,,,Các công cụ hữu dụng và hiệu quả khác,8:31,Video,
,,,Giới thiệu 5 công cụ miến phí giúp tiết kiệm cho bạn hàng giờ đồng hồ làm việc.,,,,,Kết luận,1:10,Video,
,,,"Nếu bạn muốn lấy lại thời gian quý giá của mình để làm việc hiệu quả suốt đời, khóa học này chính là dành cho bạn.",,,,Phần 3: Các nguồn tài liệu,,,,
,,,"Tôi đã đưa vào rất nhiều thông tin hữu ích ở khóa học này. Chỉ 60 phút kể từ giờ, bạn có thể sử dụng Mac hiệu quả hơn 95% người dùng Mac. Nghe hay đúng không?",,,,,Nguồn tài liệu về OSX,9 trang,Document,
,,,"Chúng tôi đảm bảo hoàn trả lại tiền cho bất kỳ lý do nào nếu như bạn không cảm thấy hài lòng với khóa học. Thêm vào đó, bạn sẽ được tiếp cận thoải mái với tất cả tài liệu cho khóa học mà tôi bổ sung.",,,,,Nguồn tài liệu cho phím tắt cơ bản trong Mac,,,
,,,"Nếu bạn sử dụng máy tính nhiều hơn 1 giờ mỗi ngày, bạn cần phải cải thiện bản thân để làm việc hiệu quả nhất có thể. Thật ra, làm đươc nhiều việc hơn sẽ dẫn đến sự thăng tiến, tự do về thời gian cho bạn!",,,,,Phím tắt cho Mac Mail,6 trang,Document,
,,,"Và, nếu vì bất cứ lý do gì mà bạn không thích khóa học này, tôi sẽ trả lại toàn bộ tiền học cho bạn mà không hỏi một câu gì.",,,,,Nguồn tài liệu cho Mac Mail,,,
,,,Hẹn gặp bạn trong khóa học này!,,,,,Phím tắt cho Google Docs,6 trang,Document,
,,,,,,,,Nguồn tài liệu cho Google Docs,,,
,,,,,,,,Phím tắt cho Excel,7 trang,Document,
,,,,,,,,Nguồn tài liệu cho Excel,,,
,,,,,,,,Phím tắt cho Word,7 trang,Document,
,,,,,,,,Nguồn tài liệu cho Word,,,
,,,,,,,,Phím tắt Oulook,6 trang,Document,
,,,,,,,,Nguồn tài liệu cho Oulook,,,
