Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
thiet-ke-ung-dung-di-dong-tu-con-so-0-nguyen-tac-thiet-ke-va-trai-nghiem-nguoi-dung-ux,Thiết kế ứng dụng di động từ con số 0: Nguyên tắc thiết kế và trải nghiệm người dùng (UX),Hướng dẫn từng bước cách thiết kế ra một phần mềm điện thoại cực hay.,Mô tả về khóa học,Yêu cầu của khóa học,Lợi ích từ khóa học,Đối tượng mục tiêu,Phần 1: Chuẩn bị,,,,
,,,"""Thiết kế không chỉ là việc tạo ra một sản phẩm trông thế nào mà còn là việc tạo ra sản phẩm hoạt động như thế nào"" - Steve Jobs.",Không yêu cầu có kỹ năng nào đặc biệt,Hơn 30 giờ giảng và 7.5 giờ học liệu.,Doanh nhân.,,Điều kiện tiên quyết: Tải về các tập tin tài liệu và có máy Mac,Văn bản,Text,
,,,---,Cần có máy Mac,Cung cấp quy trình giúp bạn biến ý tưởng thành một sản phẩm được thiết kế hoàn thiện.,Nhà phát triển.,,Giới thiệu,2:15,Video,
,,,"Khóa học này không chỉ hướng dẫn bạn cách tạo ra một ứng dụng hay mà nó sẽ giúp bạn thiết kế một ứng dụng hoạt động hiệu quả và đẹp mắt. Chỉ cần dành ra ít nhất 30 phút mỗi ngày, bạn có thể hoàn thành khóa học này trong 2 tuần, bao gồm việc phát triển quy trình làm việc cần thiết để biến ý tưởng của bạn trở thành một sản phẩm được thiết kế hoàn thiện.",,Khảo sát kỹ lưỡng ý tưởng của bạn để xây dựng ứng dụng.,Quản lý sản phẩm.,,Khóa học được hoạt động như thế nào?,3:24,Video,
,,,Quy trình của khóa học thiết kế cho người mới bắt đầu để tạo ra những phần mềm hấp dẫn.,,Sử dụng thành thạo phần mềm thiết kế.,Nhà thiết kế.,,UX và UI,2:54,Video,
,,,Nghiên cứu và thiết kế UX (trải nghiệm người dùng).,,Hiểu rõ các quy tắc và cách sử dụng thiết kế.,Doanh nhân/ Nhà thiết kế mục tiêu.,,So sánh Sketch và Photoshop,6:48,Video,
,,,Phác thảo ý tưởng trực quan.,,,Học sinh.,Phần 2: Nghiên cứu UX,,,,
,,,Thiết kế phiên bản đầu tiên.,,,Những người muốn xây dựng hoặc cải thiện ứng dụng điện thoại.,,Vấn đề bạn đang giải quyết là gì?,5:35,Video,
,,,Hoàn thiện ứng dụng.,,,,,Người dùng của bạn là ai?,8:57,Video,
,,,Làm hướng dẫn sử dụng.,,,,,Tìm kiếm giải pháp đúng đắn,7:45,Video,
,,,Trải nghiệm người dùng và phát triển ứng dụng.,,,,,Thiết kế theo kiểu kể chuyện,13:47,Video,
,,,"Vào năm 2008, các ứng dụng được thiết kế cho máy tính bảng và điện thoại thông minh đã bắt đầu xuất hiện trên các nền tảng phân phối ứng dụng, được điều hành bởi chủ sở hữu của các hệ thống hoạt động điện thoại di động. Điều này rất quan trọng đối với các nhà phát triển ứng dụng di động trong việc nghiên cứu kích thước màn hình và thông số kỹ thuật phần cứng khi tạo ra một ứng dụng điện thoại di động.  Thiết kế giao diện người dùng (UI) là phần thiết yếu trong việc tạo ra ứng dụng di động và sẽ mất một khoảng thời gian đáng kể để nghiên cứu tạo ra một trải nghiệm người dùng có giá trị (UX).",,,,Phần 3: Mockups (Phác thảo giao diện),,,,
,,,"Những ứng dụng đang có nhu cầu người dùng cao và các nhà phát triển đang tạo ra các ứng dụng cho đa dịch vụ và các doanh nghiệp, bao gồm các dịch vụ định vị dựa vào GPS, ngân hàng, trò chơi, y tế và nhiều hơn nữa. Với số lượng lớn các ứng dụng có sẵn, người ta đã tạo ra các trang web đánh giá để người dùng dễ dàng hơn trong việc tiếp cận ứng dụng. Vì vậy, điều quan trọng là phải dành rất nhiều thời gian vào việc thiết kế UX của bạn.",,,,,Mockups phần 1/2,42:39,Video,
,,,NỘI DUNG TỔNG QUÁT,,,,,Mockups phần 2/2,24:37,Video,
