,,,,,,,,
Hệ thống đầy đủ các tiện ích văn phòng của Gmail giúp tăng hiệu suất làm việc cho Doanh Nghiệp,Học hơn 20 chiến lược và công cụ khác nhau để giảm thiểu thời gian sử dụng email của bạn xuống một nửa và tăng hiệu suất lên nhanh chóng.,"Mô tả khóa học
Bạn đã từng bao giờ cảm thấy như là thư điện tử kiểm soát cuộc sống của mình chưa?
Bạn biết đấy, ngày nay, theo nghĩa đen, tất cả những gì bạn làm là dùng thời gian đọc hộp thư đến của bạn và trả lời các email.
Giống như là bạn là một con cá hồi nhỏ bé, cố gắng bơi ngược dòng hộp thư đến.
Tôi có một vài tin tuyệt vời dành cho bạn.
","Yêu cầu của khóa học là gì?
Những người sử dụng gmail sẽ học được nhiều nhất từ khóa học này. Tuy nhiên, tất cả mọi người, những người đang tiêu tốn quá nhiều thời gian sử dụng email cũng sẽ nhận được nhiều kiến thức hữu ích.","Tôi sẽ nhận được gì sau khóa học này?
Hơn 52 bài giảng với 3,5 giờ nội dung
Kết thúc khóa học, bạn sẽ giảm được đáng kể thời gian làm việc với email, nhận được ít email hơn, hiểu về các công cụ để có những đoạn hội thoại hiệu quả hơn và gia tăng tốc độ duyệt thư.
Trong khóa học này, bạn sẽ học được cách quản lý hòm thư điện tử của bạn hiệu quả hơn nhằm nâng cao hiệu suất và kết quả công việc của bạn. 
","Đối tượng mục tiêu là gì?
Khóa học này dành cho những người muốn gia tăng hiệu suất làm việc là giảm thiểu thời gian sử dụng thư điện tử. Mọi người từ người mới dùng thư điện tử tới những chuyên gia đều sẽ học được từ khóa học này.",Phần 1: Giới thiệu về gia tăng hiệu suất làm việc với Gmail,,
,,"Không cần thiết phải như thế đâu.
Khóa học về Gmail này dạy hơn 6000 người làm thế nào để quản lý thư điện tử của họ hiệu quả để tăng hiệu năng và tiết kiệm hàng giờ mỗi tuần.
Đợi đã, có phải điều đó nghĩa là tôi có thể dành nhiều thời gian hơn ở bể bơi trẻ em vào cuối tuần và tiêu tốn ít thời gian hơn cho hộp thư đến. Bạn đoán đúng rồi đấy!
Còn hoài nghi ư?
Hãy nhìn vào những con người dễ thương ở bên phải đây, những người đã để lại những đánh giá cho khóa học này và chấm 5 sao.
Cuối khóa học này, bạn sẽ được học những bí mật thâm sâu nhất về Gmail mà chỉ những ninja về thư điện tử vĩ đại nhất mới biết được.
Những chiến thuật cụ thể để tốn ít thời gian hơn cho hộp thư đến của bạn (và tại sao nó thật sự hiệu quả hơn).
Cách tốt nhất để làm rỗng hộp thư đến giống như Speedy Gonzalez, tiện đây, nó cũng cực kỳ quan trọng khi làm như vậy.
Những kế hoạch để giảm khối lượng email của bạn. Vâng, điều đó hoàn toàn có thế.
Các công cụ để không chỉ quản lý tất cả các liên lạc và kết nối của bạn mà còn viết thư điện tử hiệu quả hơn vô số lần.
20 chiến lược và công cụ khác nhau để làm việc năng suất hơn với thư điện tử.
Vậy, nếu bạn muốn lấy lại sự tỉnh táo, cuộc sống và thời gian của mình hoặc chỉ gửi thư tới bất cứ ái hoặc muốn làm việc hiệu quả hơn, hãy lắng nghe tôi.",,,,,Giới thiệu lớp học,1:08
,,"KHÓA HỌC NÀY LÀ DÀNH CHO BẠN
Bạn sẽ học cách trở thành một chuyên gia về thư điện tử và tiết kiệm hàng giờ mỗi tuần chỉ qua 43 video ngắn được tạo bởi người mà bạn hoàn toàn nên tin tưởng.
Nếu 43 video nghe có vẻ quá nhiều, đừng lo lắng, bạn hoàn toàn có thể học theo kiểu tùy ý, chọn chính xác cái mà bạn cần để học.
Điều này nghe quá hay phải không?
Và đây là những thứ mà bạn cần để bắt đầu khóa học ""Nâng cao hiệu quả sử dụng Gmail"" ngay bây giờ.
Hãy kéo ngược lên trên và click vào nút ""Tham gia khóa học""
Nếu bạn đã là một thành viên của chúng tôi, nó sẽ dẫn bạn đến trang thanh toán. Nếu bạn vẫn chưa là thành viên, bạn sẽ nhanh chóng được chuyển đến trang đăng ký (điều này hoàn toàn có ích và sẽ không làm phiền bạn vì vậy, BẠN NÊN ĐĂNG KÝ)
Hãy nhập chi tiết thẻ tín dụng hoặc Paypal của bạn và nhấn ""Hoàn thành thanh toán""
Chúng tôi sẽ xác nhận thanh toán của bạn cho mức giá $49
Bạn sẽ ngay lập tức được tham gia kháo học và sau đó sẽ được học cách làm chủ hòm thư điện tử.
Bạn sẽ phải suy nghĩ xem mình sẽ làm gì với khoảng thời gian rảnh rỗi sắp tới bởi bạn đã quản lý thư điện tử quá tốt.
Cá nhân tôi sẽ trực tiếp trả lời mọi câu hỏi mà bạn đưa ra trong suốt khóa học, vậy nên không cần phải lo lắng nếu bạn không chắc chắn về kiến thức hoặc không biết áp dụng nó vào cuộc sống như thế nào.
Còn chờ đợi gì nữa? Hãy đăng ký ngay bây giờ thôi.
Trận trọng!
Scott Britton
Tái bút: Giá $49 là giá ban đầu để khuyến khích học viên và tăng đánh giá tích cực. Tôi tin rằng việc tiết kiệm được thời giờ và gia tăng rõ rệt hiệu quả làm việc còn đáng giá hơn nhiều. Vậy nên tôi dự định sẽ tăng phí học. Nếu bạn muốn tận dụng cơ hội, sớm hay muộn bạn cũng nên đăng ký thôi.  
",,,,,Hiểu về mục đích của Email và tầm quan trọng của nó.,1:28
,,,,,,,4 khuôn khổ để tăng hiệu suất làm việc với Gmail của chúng ta,1:03
,,,,,,Phần 2: Giảm tần suất kiểm tra và xử lý email,,
,,,,,,,Hiểu được cái giá của sự gián đoạn,2:49
,,,,,,,Giởi thiệu về khái niệm xử lý hàng loạt,4:02
,,,,,,,Tạo ra một môi trường có tính truyền dẫn để xử lý hàng loạt thành công,2:25
,,,,,,,[Giới thiệu] Thêm một đánh dấu trong trình duyệt vào các dịch vụ phụ trợ,1:12
,,,,,,,Công cụ BatchedInbox,3:40
